uuid,filename,SessionDuration_seconds,NumFlows,MaxBandwidth_Mbps,MeanBandwidth_Mbps,MinBandwidth_Mbps,StdBandwidth_Mbps,MaxPacingRate_Mbps,MeanPacingRate_Mbps,MinRTT_ms,MaxRTT_ms,MeanRTT_ms,StdRTT_ms,MaxCwnd_packets,MeanCwnd_packets,MaxRcvWindow_bytes,MeanRcvWindow_bytes,TotalBytesAcked_bytes,TotalBytesSent_bytes,TotalBytesReceived_bytes,TotalRetransmissions_count,LossRate_percent,MaxDeliveryRate_Mbps,MeanDeliveryRate_Mbps,TotalBusyTime_microseconds,MaxThroughput_Mbps,MeanThroughput_Mbps,MinThroughput_Mbps,StdThroughput_Mbps
ndt-virtual-rgrwr_1701649381_00000000008A5A71,01_ndt7-download-20240101T052100.530163023Z.ndt-virtual-rgrwr_1701649381_00000000008A5A71.json,9.624672,43,48.679201,37.62023620930233,0.0,12.855111444678865,139.117932,107.53078679069769,44.134,261.794,111.54302325581396,8.743348837209302,4977,3824.7906976744184,14000,14000.0,4555399699,4689128145,112097,2,0.002829182651821088,48.679217,37.363396488372096,191276000,216.05291774295534,160.94382064161675,0.8234805603514216,63.380410836889006
ndt-virtual-rgrwr_1701649381_00000000008A80F9,01_ndt7-download-20240101T052101.095052591Z.ndt-virtual-rgrwr_1701649381_00000000008A80F9.json,10.116684,33,51.976399,29.300118515151517,4.966468,13.33923225998882,57.081185,31.25867812121212,24.48,643.04,85.68672727272728,8.146939393939393,3268,1894.1818181818182,14000,14000.0,3083524120,3131326236,78479,0,0.011926703634593762,45.214165,22.455981787878788,182272000,160.9559719803484,116.60814266564587,15.882568973982739,40.86115278508218
ndt-virtual-rgrwr_1701649381_00000000008A3B69,01_ndt7-download-20240101T052101.454007425Z.ndt-virtual-rgrwr_1701649381_00000000008A3B69.json,11.313336,17,1.772884,1.3279182352941177,0.0,0.5942958914523312,2.969367,1.5529938235294116,63.591,487.808,204.4919411764706,23.941823529411767,300,206.0,14000,14000.0,55206566,59306608,36491,0,0.0,1.60535,0.8416147647058825,65200000,7.6972713742825345,5.361189304486943,0.8083297351524018,2.5110324515803475
ndt-virtual-rgrwr_1701649381_00000000008A3B6B,01_ndt7-download-20240101T052102.571536517Z.ndt-virtual-rgrwr_1701649381_00000000008A3B6B.json,10.020849,33,50.256917,38.7371636969697,0.0,11.4972514366361,143.626811,80.32141506060607,35.327,538.224,173.74875757575757,26.958333333333332,4181,3327.969696969697,14000,14000.0,2642981501,2732377451,77832,0,0.0022450778159345893,50.256944,23.755460545454547,164872000,215.79532710280372,127.47808499773257,1.4791552170840858,35.7504279981645
ndt-virtual-rgrwr_1701649381_00000000008A1F8A,01_ndt7-download-20240101T052102.638694546Z.ndt-virtual-rgrwr_1701649381_00000000008A1F8A.json,10.042887,27,13.837779,8.15153537037037,1.940381,2.8273308135767037,39.546321,9.850688000000002,32.488,238.332,123.74974074074076,8.403148148148146,1402,725.0370370370371,14200,14200.0,848182974,869339662,75195,0,0.0,9.893499,5.993459814814815,141720000,50.66426202964801,46.0794085731804,7.043455622483514,8.042195186184633
ndt-virtual-rgrwr_1701649381_00000000008A1F89,01_ndt7-download-20240101T052103.307908753Z.ndt-virtual-rgrwr_1701649381_00000000008A1F89.json,10.615925,27,20.342933,7.137259962962964,0.0,3.6526264626618863,27.56846,7.950928222222222,22.62,61.704,33.16107407407407,4.468148148148147,546,319.25925925925924,14200,14200.0,576986090,656525198,58405,355,10.528175949767583,9.751174,5.762306296296297,139548000,37.119580992966114,30.25168394453123,1.4961286480047646,8.751153726930367
ndt-virtual-rgrwr_1701649381_00000000008A3B6A,01_ndt7-download-20240101T052103.434889092Z.ndt-virtual-rgrwr_1701649381_00000000008A3B6A.json,15.000214,3,18.749405,13.045777999999999,9.651432,4.057327710854604,30.683315,21.943117,18.241,20.291,19.703666666666667,1.9740000000000002,622,432.0,14200,14200.0,5118615,5415964,4065,0,0.08447249649369899,10.736509,5.117279333333333,7576000,28.045457368192263,16.383963203767586,3.72509208273696,9.95376352607968
ndt-virtual-rgrwr_1701649381_00000000008A5A77,01_ndt7-download-20240101T052104.392315458Z.ndt-virtual-rgrwr_1701649381_00000000008A5A77.json,3.778654,16,52.798446,36.782396937499996,0.602251,12.406423887542646,52.270462,39.4923050625,12.125,94.62,41.811875,5.2050625,2622,1793.0,14000,14000.0,658440994,682980680,33715,0,0.045755027799615065,40.995537,27.7082111875,28604000,225.26753347139177,158.61597006220134,4.760953965612868,60.75525030303935
ndt-virtual-rgrwr_1701649381_00000000008A2BD3,01_ndt7-download-20240101T052104.915092514Z.ndt-virtual-rgrwr_1701649381_00000000008A2BD3.json,10.329539,37,12.699513,12.32417054054054,12.112883,0.11541529812824683,15.415776,12.366482405405405,13.669,34.219,31.48835135135135,0.3654054054054054,308,281.8378378378378,14200,14200.0,2276266202,2290498862,136853,0,0.0,12.131972,11.783439324324325,194932000,94.15636996872601,92.74336142092709,82.90640028396126,2.1712350854097
ndt-virtual-rgrwr_1701649381_00000000008A71EC,01_ndt7-download-20240101T052105.095724689Z.ndt-virtual-rgrwr_1701649381_00000000008A71EC.json,7.729188,29,36.732574,29.843871379310343,0.151649,6.74449314591558,77.917925,38.211984793103454,53.271,107.114,63.760999999999996,2.991103448275862,4134,2945.6206896551726,14200,14200.0,2265974818,2313208112,68659,0,0.0006092837011458656,33.318264,23.067370172413796,105260000,191.39557368472413,162.96359909378424,1.3025979248773425,39.49116231607238
ndt-virtual-rgrwr_1701649381_00000000008A6A30,01_ndt7-download-20240101T052105.252905279Z.ndt-virtual-rgrwr_1701649381_00000000008A6A30.json,10.317292,10,0.166499,0.13486199999999998,0.024487,0.049054256567600735,0.475831,0.2499678,89.152,353.64,269.7546,28.136000000000003,44,34.6,14000,14000.0,4377920,5547016,20153,13,11.063822422722415,0.141416,0.10909930000000001,43896000,0.893787489337055,0.7249507769171813,0.26624010735874715,0.20740129883415714
ndt-virtual-rgrwr_1701649381_00000000008A80FA,01_ndt7-download-20240101T052105.748257560Z.ndt-virtual-rgrwr_1701649381_00000000008A80FA.json,10.481783,22,11.62355,5.986537409090908,3.732574,2.820631666151245,11.507314,5.816512863636364,21.626,71.452,36.35709090909091,3.5746818181818196,484,298.72727272727275,14200,14200.0,487958108,569375708,72528,290,12.824128422422968,9.575646,4.1921953636363645,111984000,49.11318176638043,37.919102647626545,32.13800884500215,5.259936439917852
ndt-virtual-rgrwr_1701649381_00000000008A5A73,01_ndt7-download-20240101T052106.290543827Z.ndt-virtual-rgrwr_1701649381_00000000008A5A73.json,10.250774,19,5.913712,5.1620896842105255,2.198417,1.0998473175354868,9.17126,5.96697152631579,35.563,372.406,126.45168421052631,3.496473684210527,742,609.1052631578947,14000,14000.0,288112726,298583798,38756,0,0.052064445908079716,5.457482,3.1113604736842104,94640000,26.840493213388253,21.534759409464495,4.883982251298593,6.946061150995565
ndt-virtual-rgrwr_1701649381_00000000008A1F8B,01_ndt7-download-20240101T052106.773617626Z.ndt-virtual-rgrwr_1701649381_00000000008A1F8B.json,11.277529,18,1.364767,1.119476,0.0,0.30519292969147677,3.900303,1.2153153333333335,30.474,332.658,186.37694444444443,12.499166666666667,158,104.66666666666667,14200,14200.0,59189296,61279276,34898,0,0.0,1.18756,0.6253050555555556,87740000,5.959686728103862,5.0577627625547,0.5202120609675281,1.1474969288039243
ndt-virtual-rgrwr_1701649381_00000000008A6A31,01_ndt7-download-20240101T052107.253789324Z.ndt-virtual-rgrwr_1701649381_00000000008A6A31.json,11.728419,9,4.634386,1.6243834444444445,0.534323,1.1754052675127382,13.244388,2.8003625555555556,22.528,29.37,26.725888888888893,0.9652222222222223,243,66.88888888888889,14200,14200.0,28090352,40599132,17259,53,29.170081764309643,4.403175,1.2707278888888889,33092000,16.40485590209238,9.255306054939975,6.086564419807252,3.7580061112284446
ndt-virtual-rgrwr_1701649381_00000000008A5A79,01_ndt7-download-20240101T052107.689830462Z.ndt-virtual-rgrwr_1701649381_00000000008A5A79.json,2.498434,10,12.457978,11.932515599999999,8.066856,1.2905046206427315,23.053879,13.320198999999999,11.421,33.278,21.002499999999998,0.36150000000000004,256,248.5,14000,14000.0,134904480,137278880,17816,0,0.0,12.144321,10.8367307,12864000,88.6707848378962,78.77198368794896,36.345385982991154,14.91828370218308
ndt-virtual-rgrwr_1701649381_00000000008A1F8C,01_ndt7-download-20240101T052107.899837891Z.ndt-virtual-rgrwr_1701649381_00000000008A1F8C.json,10.285946,26,14.809976,9.503904538461539,2.578938,3.9837224976147163,42.324715,9.987523999999999,5.17,71.014,27.020230769230768,3.531230769230769,288,165.92307692307693,14200,14200.0,888052056,915729276,57331,37,2.365557219555357,12.371378,6.7500543461538465,121460000,72.00124330891633,59.56531056407785,39.11204234451312,8.279490132517662
ndt-virtual-rgrwr_1701649381_00000000008A5A78,01_ndt7-download-20240101T052108.194179839Z.ndt-virtual-rgrwr_1701649381_00000000008A5A78.json,7.224352,27,54.653964,48.88306718518519,11.804582,9.89463853051455,156.192917,137.04700303703703,39.0,103.555,66.10374074074075,3.0648518518518517,4958,3713.777777777778,14000,14000.0,3098073138,3389216636,53266,4481,5.92818705850351,54.653975,45.08707177777777,106624000,247.22895897788027,219.82125000786235,41.10729415130137,44.253296711286936
ndt-virtual-rgrwr_1701649381_00000000008A5A74,01_ndt7-download-20240101T052108.427647674Z.ndt-virtual-rgrwr_1701649381_00000000008A5A74.json,11.37976,19,3.991997,3.280347368421053,0.149202,1.2430114431109893,10.991199,4.188591368421053,93.112,529.725,260.5056842105263,2.9505263157894737,860,671.578947368421,14200,14200.0,202060814,216745414,39361,0,0.012272462659809726,3.75696,2.384301736842105,79020000,22.949907944946943,16.429233141356168,1.1568368677537162,7.763042901206941
ndt-virtual-rgrwr_1701649381_00000000008A1F90,01_ndt7-download-20240101T052108.595296143Z.ndt-virtual-rgrwr_1701649381_00000000008A1F90.json,5.81024,27,62.802031,58.474686629629616,11.951138,10.96543200427234,179.478883,167.11197518518514,39.499,171.284,72.31422222222224,6.234629629629629,5725,5330.666666666667,14000,14000.0,3712570252,3801674816,60387,0,0.028594555100422348,62.802064,56.85163185185184,92256000,357.58234360234684,283.0665749363236,25.534924479577302,92.68371698744787
ndt-virtual-rgrwr_1701649381_00000000008A2BD5,01_ndt7-download-20240101T052108.735410512Z.ndt-virtual-rgrwr_1701649381_00000000008A2BD5.json,11.390297,13,1.236583,0.905512,0.173239,0.31303796289096164,2.36339,1.08213,37.0,178.194,113.22876923076923,14.387615384615383,152,105.92307692307692,14000,14000.0,32400064,38701584,25015,70,11.541088344084315,1.087904,0.6065283076923078,61652000,5.103235713752566,3.4557489690399055,0.677634051891674,1.3651699171396428
ndt-virtual-rgrwr_1701649381_00000000008A3B6D,01_ndt7-download-20240101T052108.821332137Z.ndt-virtual-rgrwr_1701649381_00000000008A3B6D.json,11.197494,9,0.458473,0.223217,0.0,0.16791386197029054,0.777802,0.38785000000000003,21.504,350.602,137.5351111111111,73.14933333333335,54,29.11111111111111,14200,14200.0,3350838,3626586,17272,0,0.3105951437522783,0.458482,0.198071,47604000,1.5053333866006153,0.6078361485474978,0.3024679288060333,0.35342900714072145
ndt-virtual-rgrwr_1701649381_00000000008A1F8D,01_ndt7-download-20240101T052109.266702087Z.ndt-virtual-rgrwr_1701649381_00000000008A1F8D.json,10.03727,6,0.40745,0.21938283333333333,0.0,0.13526883783588967,0.719122,0.5753499999999999,65.02,214.604,131.74633333333335,77.29283333333332,74,37.833333333333336,14200,14200.0,1432492,2137480,11268,26,17.126335685012258,0.372512,0.1493705,30612000,0.5794506585848787,0.2873850017175226,0.007707072271005827,0.19721004580873205
ndt-virtual-rgrwr_1701649381_00000000008A2BD2,01_ndt7-download-20240101T052109.281836541Z.ndt-virtual-rgrwr_1701649381_00000000008A2BD2.json,15.00013,13,1.331779,0.49595423076923084,0.111366,0.3516986307265736,1.318461,0.6178562307692308,6.751,363.604,104.3696923076923,38.93823076923077,82,41.53846153846154,14200,14200.0,11339688,11820802,24690,0,0.011911205347995847,0.907276,0.3663614615384615,58668000,2.0155471397249354,1.4842868950308343,0.9931264932159289,0.28389056044136113
ndt-virtual-rgrwr_1701649381_00000000008A3B6E,01_ndt7-download-20240101T052109.499081407Z.ndt-virtual-rgrwr_1701649381_00000000008A3B6E.json,10.507529,24,4.977333,4.035934875,2.807056,0.7484965310657933,6.15945,4.147816625,12.579,157.969,76.88479166666667,4.036625,326,246.625,14200,14200.0,355037544,361617544,52209,0,0.0,3.966179,2.942295708333333,124516000,25.39909681806364,21.361657499681616,17.059225869609033,2.6530660561700135
ndt-virtual-rgrwr_1701649381_00000000008A71EF,01_ndt7-download-20240101T052109.648160419Z.ndt-virtual-rgrwr_1701649381_00000000008A71EF.json,10.675009,19,2.640554,2.2667456842105262,0.084807,0.8579297692346723,7.535187,3.1154000526315793,98.116,101.611,99.81273684210528,1.5313684210526315,547,353.0,14200,14200.0,201580014,205858474,37619,0,0.0,2.630476,2.237023157894736,89224000,19.624019366351483,15.027454942956366,0.9124239465925115,6.328004260485943
ndt-virtual-rgrwr_1701649381_00000000008A5A7B,01_ndt7-download-20240101T052109.694732348Z.ndt-virtual-rgrwr_1701649381_00000000008A5A7B.json,1.424629,5,69.332538,66.04538199999999,52.896758,6.574312,198.142102,162.84732000000002,22.808,64.112,53.1232,3.5215999999999994,4334,3814.8,14000,14000.0,82414548,95924926,9282,0,0.0,69.332577,54.690021200000004,3104000,252.40503343804107,206.23092160270025,112.86423841059603,55.43517181469812
ndt-virtual-rgrwr_1701649381_00000000008A4AFF,01_ndt7-download-20240101T052109.707460277Z.ndt-virtual-rgrwr_1701649381_00000000008A4AFF.json,7.49007,27,70.567396,49.659245555555565,0.309079,12.657330855381762,201.671143,54.91078081481482,27.675,50.762,40.996259259259254,2.7394444444444446,4584,2879.4444444444443,14000,14000.0,3510211507,3545803867,60637,0,0.027897312911357375,56.405592,31.903563740740736,108504000,271.97504550695953,249.4360826543947,3.3095570166699875,49.18633177888643
ndt-virtual-rgrwr_1701649381_00000000008A1F93,01_ndt7-download-20240101T052109.792311964Z.ndt-virtual-rgrwr_1701649381_00000000008A1F93.json,4.124468,10,40.58282,19.5535961,15.268796,8.74439844437286,115.979676,33.0653998,60.0,66.188,63.881400000000006,1.6625,3072,1587.8,14000,14000.0,300336168,364560363,18734,803,13.427149237285569,32.51941,16.1181336,24292000,108.6733574852299,95.42035766471865,55.87670489906998,15.64888067939786
ndt-virtual-rgrwr_1701649381_00000000008A5A75,01_ndt7-download-20240101T052110.319797286Z.ndt-virtual-rgrwr_1701649381_00000000008A5A75.json,10.085036,21,1.994668,1.2816391904761903,0.188712,0.4015237288796172,2.683725,1.4431752380952378,47.805,278.672,147.23033333333336,7.9582380952380944,286,168.04761904761904,14000,14000.0,91377616,94786176,44204,0,0.0,1.766874,0.9898856666666667,96620000,9.333514651490162,6.737553819596784,1.0940411320091405,1.7374929761294085
ndt-virtual-rgrwr_1701649381_00000000008A5A76,01_ndt7-download-20240101T052110.397814305Z.ndt-virtual-rgrwr_1701649381_00000000008A5A76.json,10.025298,36,34.860189,24.758742861111116,0.324199,9.527409409967873,88.059662,31.785816861111115,79.175,123.151,93.80063888888888,3.9269722222222225,5486,3036.6944444444443,14000,14000.0,3365386386,3569153686,91091,764,3.7224938931923592,34.525842,18.808959416666667,197716000,152.52362760014833,117.1504380136808,1.747232777135305,47.35284767965352
ndt-virtual-rgrwr_1701649381_00000000008A80FF,01_ndt7-download-20240101T052111.895627789Z.ndt-virtual-rgrwr_1701649381_00000000008A80FF.json,11.909314,18,0.770332,0.5808703333333334,0.431198,0.14411825561554187,0.926076,0.5794108888888889,17.563,256.332,107.66272222222223,14.333666666666668,70,51.388888888888886,14200,14200.0,35125940,37758900,36528,4,3.9824888966574767,0.555546,0.3928627777777778,82948000,3.7440330031539375,3.2331721768021855,2.1498051392541426,0.36701320709132834
ndt-virtual-rgrwr_1701649381_00000000008A3B70,01_ndt7-download-20240101T052112.300928684Z.ndt-virtual-rgrwr_1701649381_00000000008A3B70.json,5.6207709999999995,28,108.051747,52.288454321428574,37.635059,19.69298459023586,106.971229,51.76556960714286,1.805,7.654,3.928714285714286,0.2708214285714286,586,283.42857142857144,14200,14200.0,4552148888,4898147508,65110,441,6.8781534130964355,89.471895,42.3775905,91256000,718.7236415633938,438.3008132340383,363.9962776462685,101.0125956963442
ndt-virtual-rgrwr_1701649381_00000000008A71F1,01_ndt7-download-20240101T052112.438556921Z.ndt-virtual-rgrwr_1701649381_00000000008A71F1.json,6.774584,28,54.309186,50.91625528571429,0.0,9.883749669106313,155.207594,145.53468525000002,44.329,101.861,76.09042857142857,5.831892857142856,5575,5317.214285714285,14000,14000.0,3417344136,3511668793,65792,0,0.0,54.30924,50.91902146428572,95908000,315.24766632951656,249.41603961973837,1.5052732502396933,81.82818379608027
ndt-virtual-rgrwr_1701649381_00000000008A6A34,01_ndt7-download-20240101T052112.792147010Z.ndt-virtual-rgrwr_1701649381_00000000008A6A34.json,10.659388,7,0.202339,0.17270185714285716,0.048591,0.05100584081799868,0.325943,0.20398642857142857,33.595,573.185,305.3952857142857,52.086999999999996,30,26.142857142857142,14200,14200.0,2116678,2384784,12468,0,0.49690034820763646,0.149529,0.09055485714285713,31796000,0.68015287663619,0.48761213111544877,0.2961335083731896,0.14938568064076763
ndt-virtual-rgrwr_1701649381_00000000008A6A38,01_ndt7-download-20240101T052114.194393770Z.ndt-virtual-rgrwr_1701649381_00000000008A6A38.json,8.152915,15,6.141884,5.483756666666667,4.908022,0.4450025928960665,14.259335,5.681604066666667,19.593,219.576,118.88806666666667,14.414133333333334,570,476.3333333333333,14200,14200.0,230356470,238369970,31340,0,0.0,4.936823,3.4077653999999997,57936000,34.31922494861754,31.196250638681267,15.686547534957052,4.329642588049719
ndt-virtual-rgrwr_1701649381_00000000008A8106,01_ndt7-download-20240101T052114.405214678Z.ndt-virtual-rgrwr_1701649381_00000000008A8106.json,7.138382,23,48.060595,22.99311369565217,19.333386,6.083904462982315,47.57999,22.47263856521739,6.457,11.869,8.934782608695652,0.6595652173913044,482,317.5652173913044,14000,14000.0,1782191638,1999933638,51605,562,10.439236384302468,24.300756,18.505697521739133,91092000,157.515530960211,155.1913428615437,132.0318643294422,5.166826703196186
ndt-virtual-rgrwr_1701649381_00000000008A4B01,01_ndt7-download-20240101T052114.465497933Z.ndt-virtual-rgrwr_1701649381_00000000008A4B01.json,10.776755,26,8.768519,7.105738538461538,5.033203,0.895965326507811,9.67613,6.7688953846153845,4.0,143.146,43.992076923076915,5.1993846153846155,310,213.34615384615384,14000,14000.0,643417000,651307780,57673,0,0.28833741245959016,8.018838,4.3768734230769235,121620000,47.66515394735771,43.46751420006224,36.41131421252935,3.30502013894373
ndt-virtual-rgrwr_1701649381_00000000008A3B74,01_ndt7-download-20240101T052114.666364820Z.ndt-virtual-rgrwr_1701649381_00000000008A3B74.json,1.64286,4,2.330991,1.9316677500000001,0.733698,0.6916481576435287,6.661627,3.1992172500000002,29.791,189.402,98.464,3.37775,178,141.0,14200,14200.0,3223464,3832688,6845,0,0.0,1.759738,1.3013080000000001,2616000,11.497328669466286,8.78460628379241,2.9543408247259837,3.4206475462495045
ndt-virtual-rgrwr_1701649381_00000000008A2BDA,01_ndt7-download-20240101T052114.859363010Z.ndt-virtual-rgrwr_1701649381_00000000008A2BDA.json,10.106543,28,12.193935,9.46432467857143,0.032941,3.58976230390759,34.848458,14.694087749999998,73.858,331.816,196.16860714285716,11.481964285714286,2117,1510.0357142857142,14000,14000.0,950124259,1015533162,62295,86,1.3748254141207454,12.131409,7.220678035714285,143428000,59.82563598604873,45.63200268990629,0.4553195135821511,18.494087891379813
ndt-virtual-rgrwr_1701649381_00000000008A8104,01_ndt7-download-20240101T052115.009395677Z.ndt-virtual-rgrwr_1701649381_00000000008A8104.json,10.513817,28,5.536972,4.5964495,2.70361,0.6628089281820375,10.524154,4.941143785714284,3.699,47.401,19.689,3.1275357142857136,126,113.71428571428571,14200,14200.0,420960704,423688744,66486,0,0.014076371120210832,5.536987,3.3644803928571423,137832000,25.268594033459202,22.563291858868155,6.784025727052057,3.9928663566972222
ndt-virtual-rgrwr_1701649381_00000000008A1F98,01_ndt7-download-20240101T052116.250220221Z.ndt-virtual-rgrwr_1701649381_00000000008A1F98.json,3.657571,9,3.604471,2.8406666666666665,0.18016,1.135957352743491,5.733719,3.8921461111111118,9.574,56.572,27.731555555555556,5.669555555555555,126,72.44444444444444,14200,14200.0,23725754,27725944,17408,28,11.10003684635589,3.436935,2.0120606666666667,15360000,14.72775696184038,10.230739586785088,1.7697619674136447,5.028861590980421
ndt-virtual-rgrwr_1701649381_00000000008A1F97,01_ndt7-download-20240101T052116.281386964Z.ndt-virtual-rgrwr_1701649381_00000000008A1F97.json,5.523786,25,47.148041,44.009829599999996,37.951056,3.014746978835537,57.763261,44.74860152,27.399,87.757,50.137280000000004,5.256,3356,2514.04,14000,14000.0,1714563724,1765954921,54023,20,0.09400285252241725,45.699128,27.69494564,63236000,242.55067395449427,203.82071167196824,121.29781878147455,41.74767979120342
ndt-virtual-rgrwr_1701649381_00000000008A6A39,01_ndt7-download-20240101T052116.936083848Z.ndt-virtual-rgrwr_1701649381_00000000008A6A39.json,10.050966,43,39.06535,33.748889,1.322299,7.236686696805123,102.266275,61.06010281395349,34.431,185.138,101.33704651162789,7.978581395348837,3812,2953.3255813953488,14000,14000.0,4557836614,4683179896,114116,4,0.005665552165241871,34.403361,27.599976488372096,220148000,195.22224287658602,145.42241280884,6.0396459283308275,44.22099893110093
ndt-virtual-rgrwr_1701649381_00000000008A6A37,01_ndt7-download-20240101T052117.035857356Z.ndt-virtual-rgrwr_1701649381_00000000008A6A37.json,10.361627,28,50.480781,33.62686067857142,0.144098,18.813758414635082,144.26658,121.1897017142857,38.988,838.406,316.2653928571428,18.579821428571428,4563,3854.75,14000,14000.0,2229695690,2316508639,56855,0,0.0,50.480813,32.63578307142857,145108000,157.4456718603922,111.72558654969161,1.7672463897706443,38.285283606054335
ndt-virtual-rgrwr_1701649381_00000000008A5A7A,01_ndt7-download-20240101T052118.242017338Z.ndt-virtual-rgrwr_1701649381_00000000008A5A7A.json,10.1247,40,42.346094,31.827978050000002,0.283262,7.278346804626168,121.018852,39.692971799999995,29.359,86.607,51.136375,3.4568,3515,2042.875,14000,14000.0,4901776495,5441365710,137021,2761,8.306975713271807,42.346131,24.477196,207844000,196.53535398903045,172.91261171491072,1.7949426186431356,42.841016249433736
ndt-virtual-rgrwr_1701649381_00000000008A1F9C,01_ndt7-download-20240101T052118.274193634Z.ndt-virtual-rgrwr_1701649381_00000000008A1F9C.json,4.519503,11,4.495513,3.6644843636363635,0.143027,1.577527373226864,11.825394,4.3091254545454545,33.813,156.469,100.41354545454547,3.7455454545454554,478,355.8181818181818,14200,14200.0,63116766,68580966,20185,12,0.9043325519795099,3.972068,2.8199403636363636,22152000,25.689578297490435,18.48581766112682,1.7650278763304612,8.144047952606751
ndt-virtual-rgrwr_1701649381_00000000008A1F95,01_ndt7-download-20240101T052118.589926479Z.ndt-virtual-rgrwr_1701649381_00000000008A1F95.json,10.003882,43,36.46273,29.312325395348843,25.572028,1.8670614054137433,36.684124,28.50493755813953,3.644,23.885,15.200232558139533,0.5296744186046511,424,313.72093023255815,14200,14200.0,5447970918,5466344298,113792,0,0.005585085449368817,35.452518,24.63648213953488,216592000,203.48845990256322,199.6120185587706,177.05472005142937,6.009453055610849
ndt-virtual-rgrwr_1701649381_00000000008A5A7C,01_ndt7-download-20240101T052119.330844380Z.ndt-virtual-rgrwr_1701649381_00000000008A5A7C.json,10.379796,44,13.824021,12.727782227272728,8.880873,0.9153975178089637,25.380219,12.437697477272728,6.316,20.455,14.260159090909093,0.40231818181818185,204,172.75,14200,14200.0,2357217772,2395569132,112653,48,1.2482954301149345,13.23605,10.170607318181819,225952000,84.9327821662833,80.87340559871292,39.10684022014502,8.52809647567654
ndt-virtual-rgrwr_1701649381_00000000008A8107,01_ndt7-download-20240101T052119.445569982Z.ndt-virtual-rgrwr_1701649381_00000000008A8107.json,10.135775,33,21.188461,17.828902727272723,14.594017,1.9482920281614542,25.030541,17.87664696969697,15.0,83.966,37.7830303030303,1.020181818181818,856,628.1818181818181,14200,14200.0,2654304202,2806454602,82598,451,4.471776165934218,19.829502,14.198419666666666,190492000,113.81788950339114,109.7292591217102,81.04274499516951,6.159675969522191
ndt-virtual-rgrwr_1701649381_00000000008A4B00,01_ndt7-download-20240101T052121.248374374Z.ndt-virtual-rgrwr_1701649381_00000000008A4B00.json,15.000037,7,0.679642,0.5535032857142858,0.0,0.23660669707748838,1.942317,0.7512158571428571,52.792,356.095,190.99485714285714,27.324142857142856,108,83.14285714285714,14000,14000.0,4394186,5077672,11587,0,0.1618852103877525,0.547995,0.3765728571428571,11088000,3.7097051553039804,3.061766006135717,1.5059952038369304,0.6748547242800281
ndt-virtual-rgrwr_1701649381_00000000008A71F4,01_ndt7-download-20240101T052121.279611165Z.ndt-virtual-rgrwr_1701649381_00000000008A71F4.json,10.064286,35,58.816545,17.481286342857143,13.338111,8.2524640954906,168.088955,20.54533694285714,13.537,15.977,14.920028571428572,0.3662285714285714,812,407.9714285714286,14200,14200.0,2883034630,3283849510,85555,408,11.704683141828871,20.0,14.575546057142857,195828000,119.07404961273505,117.5867297914,109.36742258059635,1.9228537493189064
ndt-virtual-rgrwr_1701649381_00000000008A4B04,01_ndt7-download-20240101T052121.497679698Z.ndt-virtual-rgrwr_1701649381_00000000008A4B04.json,7.259155,25,47.061504,45.4330342,41.120452,1.5025111265363997,56.193899,45.390859279999994,24.859,41.505,35.8216,1.9626800000000002,2478,1944.52,14000,14000.0,3409462903,3857103129,69413,1917,10.364049252259441,45.212318,36.699856000000004,97928000,291.7806841320425,268.2993190310914,166.01061938974505,30.146189031120496
ndt-virtual-rgrwr_1701649381_00000000008A810D,01_ndt7-download-20240101T052121.676196443Z.ndt-virtual-rgrwr_1701649381_00000000008A810D.json,3.645791,13,70.786833,39.07974253846154,26.691949,17.43729569213643,32.704949,25.589488307692307,8.645,68.083,33.912615384615385,1.1536923076923076,2442,1049.6923076923076,14000,14000.0,535632778,547989178,25352,0,0.0,26.738083,24.67028246153846,20180000,252.15875063060693,219.07806651159825,210.53635195082262,11.707184955072197
ndt-virtual-rgrwr_1701649381_00000000008A71F5,01_ndt7-download-20240101T052121.906091207Z.ndt-virtual-rgrwr_1701649381_00000000008A71F5.json,6.295665,22,59.356789,48.76435413636364,0.0,21.52556411112737,169.632892,139.4056743636364,34.989,100.709,71.25754545454545,4.523227272727273,4852,3980.5454545454545,14000,14000.0,2824183314,2884255729,42789,0,0.0,59.35679,48.759177363636375,73092000,326.2533944438646,251.12062781991415,1.441799954082804,118.15250866558951
ndt-virtual-rgrwr_1701649381_00000000008A71FB,01_ndt7-download-20240101T052123.759467851Z.ndt-virtual-rgrwr_1701649381_00000000008A71FB.json,5.114575,23,62.522585,61.99465578260868,58.510237,0.7841142150046966,178.680269,177.1715256521739,42.574,66.741,62.14817391304347,4.915478260869565,6257,6126.608695652174,14000,14000.0,3269669066,3346920074,55260,0,0.0,62.522605,61.99468469565219,70968000,395.9581889138009,353.921067573373,146.04572294491317,54.23557547250224
ndt-virtual-rgrwr_1701649381_00000000008A810E,01_ndt7-download-20240101T052123.988474865Z.ndt-virtual-rgrwr_1701649381_00000000008A810E.json,5.909222,12,6.897512,6.367992499999999,4.466183,0.6495226759138205,12.763688,6.604221166666668,24.69,108.311,68.407,3.2122499999999996,552,491.1666666666667,14200,14200.0,158282488,163166788,21918,0,0.0,5.461255,4.1222655,38552000,36.06768918276581,30.80194517521161,14.278822175491108,5.888333957481217
